Paragraph,DOI,Journal_Name,Journal_Year,Genuine_or_Ai,,,,,,,,,,
"Our empirical findings shed light on the mechanisms through which religious belief influences economic outcomes among the rural elderly. To test the economic compensation effect, we analyze whether religion helps build social networks, reduces reliance on formal insurance, or serves as an alternative to formal education. The results indicate that religious belief can substitute for both education and insurance, while also fostering greater social engagement. Conversely, our examination of the value recognition effect—which considers whether religion enhances well-being and social respect—yields no significant positive impacts. This suggests that rural elderly individuals in China embrace religion primarily for economic benefits rather than value-driven recognition. Consequently, religious belief shapes their economic outlook and influences their decision to pursue self-employment.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"Our study provides empirical support for how religious belief shapes economic choices among the rural elderly. To evaluate the economic compensation effect, we investigate whether religion helps construct social networks, reduces dependence on formal insurance, or acts as a substitute for formal education. The results reveal that religious belief serves as an alternative to both education and insurance, while simultaneously encouraging greater social interaction. Meanwhile, our analysis of the value recognition effect—which explores whether religion enhances well-being or fosters respect—finds no strong evidence to support these claims. This implies that rural elderly individuals are drawn to religion primarily for economic security rather than personal fulfillment or social validation. As a result, their religious beliefs influence their financial expectations and lead them toward self-employment.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"Our research uncovers the economic impact of religious belief on the self-employment choices of the rural elderly. Through the economic compensation effect, we assess whether religion helps build social connections, reduces reliance on formal insurance, and serves as a substitute for education. The findings suggest that religious belief functions as an alternative to both formal education and insurance while promoting social engagement. On the other hand, our evaluation of the value recognition effect, which considers whether religion improves well-being and social respect, finds no significant evidence. This indicates that elderly individuals in rural China turn to religion mainly for economic stability rather than for recognition or emotional fulfillment. As a result, their economic expectations are shaped by their religious beliefs, influencing their self-employment decisions.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"Second, our analysis moves beyond providing evidence that religion has a positive effect on self-employment. We likewise theoretically and empirically explore two mechanisms through which a rural elderly person’s religious status and his self-employment status are linked. The first mechanism emphasizes that rural elderly people tend to be religious believers for the reason of being respected and getting happiness (value recognition channel). The second mechanism explores the possibility that rural elderly tends to be religious believers for the reason of being neglected by the formal pension assistance (economic compensation channel). According to the Schultz hypothesis, religious belief of rural elderly people may be motivated by value rationality or economic rationality, but the existing literature does not provide theory and empirical evidence on these alternative mechanisms in China. In this research, we directly test and distinguish these two hypotheses by examining whether rural elderly people who believe in religion find it easier to satisfy their happiness or are more likely to be supplanted by formal security.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,0,,,,,,,,,,
"Our study goes beyond merely demonstrating a positive correlation between religion and self-employment among the rural elderly. We theoretically and empirically investigate two distinct mechanisms linking religious belief to self-employment. The first, the value recognition channel, suggests that rural elderly individuals turn to religion for social respect and personal happiness. The second, the economic compensation channel, proposes that religious belief arises as a response to inadequate formal pension support. Drawing on the Schultz hypothesis, which suggests that religious belief can be driven by either value rationality or economic rationality, we test and differentiate these two mechanisms. Unlike previous studies, which lack theoretical and empirical analysis of this phenomenon in China, our research directly examines whether religious elderly individuals experience greater happiness or are more likely to compensate for weak formal security through self-employment.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"This study moves beyond simply confirming that religion fosters self-employment among the rural elderly. Instead, we delve into the mechanisms driving this relationship, identifying two key channels. The value recognition channel posits that elderly individuals turn to religion to gain respect and happiness, while the economic compensation channel suggests that religion provides an alternative support system when formal pension assistance falls short. According to the Schultz hypothesis, religious belief may stem from either value rationality or economic rationality, yet existing research lacks theoretical or empirical validation of these mechanisms in China. Our study bridges this gap by directly testing whether religious elderly individuals find greater happiness or are pushed into self-employment due to the absence of adequate social security.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"Beyond confirming the positive effect of religion on self-employment, our study examines why this relationship exists by exploring two possible mechanisms. The first, the value recognition channel, suggests that rural elderly people embrace religion to gain social respect and happiness. The second, the economic compensation channel, argues that religion serves as a substitute for inadequate pension support. According to the Schultz hypothesis, religious belief can be shaped by either value rationality or economic rationality, but current research lacks direct empirical evidence for these mechanisms in China. Our study addresses this gap by testing whether religious elderly individuals are happier or if their self-employment is a response to insufficient formal security systems.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"The proportion of religious believers varies greatly in different countries. On the one hand, for caesaropapism countries (union of politics and religion), the proportion of the elderly who believe in religion is high. On the other hand, for religious freedom countries, the proportion of elderly who believe in religion is relatively lower. As a country with religious freedom, China has a long history of religion, but the spread of religion domestically has not been smooth sailing. Buddhism was first introduced to China from India in the 1st century A.D. and entered a stage of prosperity from the Southern and Northern Dynasties. In the late Eastern Han Dynasty, religious groups such as Huang Laodao, Taiping Dao, and Tianshi Dao were established and formed the rudiment of Taoism, which originated in China. The earliest exact record for the introduction of Christianity into China was in 635 A.D. (during Emperor Taizong’s rule of the Tang Dynasty), or about 16 years earlier than the introduction of Islam from Arabia to China (during Emperor Yonghui’s rule of the Tang Dynasty). However, religious believers have declined sharply since the founding of the People’s Republic of China in 1949 due to the Communist Party of China adherence to atheism at that time. Nevertheless, with the termination of the Cultural Revolution and the beginning of opening up in 1978, about 2 million temples have been rebuilt all over China. During this period, China has held a more open attitude towards religion and carried out many religious reforms, including the establishment of a religious education system and the development of academic research for religion. The five major religions have since expanded their influence in rural areas, and the growth of Christian believers is particularly rapid",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,0,,,,,,,,,,
"China’s case is particularly relevant. In 2021, the rural elderly population reached 267 million, with many lacking access to paid employment despite being physically capable of agricultural work. For left-behind elderly individuals, self-employment serves as a crucial source of income, contributing to rural development and social stability. Yet, no comprehensive empirical studies have analyzed this issue. Unlike developed countries, where strong social security systems provide a safety net, China’s rural pension and healthcare systems remain incomplete. Consequently, informal institutions, including religious belief and social norms, may play a significant role in shaping economic behavior. Investigating this context can provide valuable insights into how religion influences self-employment, contributing to both economic and sociological research.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"China presents a compelling case for study. By 2021, its rural elderly population had grown to 267 million, with many individuals lacking formal employment but still physically capable of agricultural work. For left-behind elderly individuals, self-employment is often the only viable means of generating income, making it crucial for rural development and social stability. Despite its importance, this issue has received little empirical attention. Furthermore, unlike rural areas in developed nations, where robust social security systems provide support, China’s rural pension and medical assistance programs remain inadequate. This gap suggests that informal institutions—such as religious belief and social norms—may play a crucial role in economic decision-making by supplementing formal social insurance. Examining this dynamic in the Chinese context provides new perspectives on the intersection of religion and economic behavior, enriching the broader discourse on self-employment.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"China presents a unique case for study. As of 2021, the rural elderly population reached 267 million, with many lacking paid employment despite having the physical capacity for agricultural work. For left-behind elderly individuals, self-employment is often the sole means of earning an income, making it vital for rural development and social stability. Despite its significance, no comprehensive empirical studies have analyzed this phenomenon. Additionally, unlike rural areas in developed countries, China’s social security system—particularly pensions and medical assistance—remains underdeveloped. As a result, informal institutional factors, such as social norms and religious beliefs, may play a more prominent role in shaping economic behavior by compensating for gaps in formal social insurance. Studying this context offers fresh insights into the economic effects of religious belief and contributes to the broader literature on self-employment.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"Religion has spread rapidly in China during the past 20 years as one of the most unexpected phenomena, and the proportion of religious believers in China has continued to increase, especially in rural areas. However, the size of religious believers in China is still not very large. The dataset collected from the Rural Economic Research Center of the Ministry of Agriculture shows that the proportion of religious believer is only close to 10% among total villages’ population. According to the Thousand Village Survey Dataset, there are 1262 religious (about 11.37%) among the 11,096 rural elderlies surveyed in 2014. When only focusing on the left-behind elderly, this proportion rises to 18.05%. The Chinese General Social Survey, which is a widely used dataset for exploring social issues in China, also shows that the proportion of religious believers is 10.42% in 2017, but has fallen compare to ten years previously, as the proportion of religious believers in 2006, 2008, 2010, and 2012 was 10.2%, 11.9%, 12.7%, and 17.30%, respectively. Even around 2010, when the rural “religious fever” was popular, the proportion of people who claimed to be religious was no more than 20%",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,0,,,,,,,,,,
"Over the past two decades, religion has expanded rapidly in China, particularly in rural areas, marking an unexpected social phenomenon. Despite this growth, the overall proportion of religious believers remains relatively low. Data from the Rural Economic Research Center of the Ministry of Agriculture indicates that only about 10% of the rural population identifies as religious. The Thousand Village Survey Dataset from 2014 further reveals that among the 11,096 rural elderly surveyed, 1,262 (11.37%) identified as religious. This percentage rises to 18.05% when focusing solely on left-behind elderly individuals. Similarly, the Chinese General Social Survey (CGSS) shows that in 2017, 10.42% of the population reported religious beliefs, a decline from previous years. Historical CGSS data recorded higher proportions in 2006 (10.2%), 2008 (11.9%), 2010 (12.7%), and 2012 (17.3%), with the peak around 2010 during the so-called “rural religious fever”. However, even at its height, no more than 20% of the population identified as religious.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"The past twenty years have seen a notable expansion of religious beliefs in China, particularly in rural communities, marking an unexpected sociocultural shift. However, the total proportion of religious adherents remains relatively modest. Data from the Rural Economic Research Center of the Ministry of Agriculture suggests that religious believers constitute only about 10% of the total rural population. The Thousand Village Survey Dataset (2014) reports that 11.37% of the surveyed 11,096 rural elderly identified as religious, with the percentage rising to 18.05% among left-behind elderly individuals. Additionally, the Chinese General Social Survey (CGSS) indicates that 10.42% of the population identified as religious in 2017, reflecting a decline from previous years. The CGSS further documents religious affiliation at 10.2% in 2006, 11.9% in 2008, 12.7% in 2010, and 17.3% in 2012, with the peak occurring around 2010 during the period described as “rural religious fever”. Despite this, even at its highest point, the percentage of self-reported religious individuals never surpassed 20%.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"In the past two decades, China has witnessed a notable yet unexpected surge in religious adherence, particularly in rural regions. However, despite this growth, religious affiliation remains relatively limited. According to data from the Rural Economic Research Center of the Ministry of Agriculture, only 10% of the total rural population identifies as religious. The Thousand Village Survey Dataset (2014) found that among 11,096 surveyed rural elderly individuals, 1,262 (11.37%) identified as religious, with this figure increasing to 18.05% among left-behind elderly individuals. Similarly, the Chinese General Social Survey (CGSS) recorded that 10.42% of the population in 2017 reported religious beliefs. This represents a decline from previous years, as CGSS data shows that religious affiliation stood at 10.2% in 2006, 11.9% in 2008, 12.7% in 2010, and 17.3% in 2012. Even during the ""religious fever"" that swept rural areas around 2010, the proportion of individuals identifying as religious never exceeded 20%.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"Although the extant literature has examined the relationship between religion and self-employment, overall, no consensus has been reached. Some studies show that religion has a significantly positive effect on self-employment in developed countries and mainly focus on secular religions such as Protestantism, Catholicism, and Islam, while others take the opposite opinion that religion has no effect on self-employment. However, studies on self-employment of rural elderly in China are scarce with little evidence on whether religions, specifically Buddhism and Taoism, play a role in encouraging their self-employment. The reasons why we choose China for our research object are as follows. First, China’s rural elderly population has reached 267 million in 2021.However, the vast majority of rural elderly do not have a paid-job income, yet enough physical strength for agricultural production, which making self-employment the only means for rural elderly, especially left-behind elderly, to obtain economic income. Thus, self-employment of rural elderly people are not only playing an important role in China’s rural development, but also have critical influence on maintaining social stability. Nevertheless, there are no empirical studies comprehensively analyzing the phenomenon of rural elderlies’ self-employment in China. Second, different from the countryside of developed countries, the social security system such as pension and medical assistance in rural China is still imperfect, and informal institutional arrangements, such as social norms and religious belief, may play more positive role in economic behavior through supplementing the formal social insurance. The focus on this Chinese background should bring new insight into the economic consequences of religious belief and complement to the existing literature of self-employment.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,0,,,,,,,,,,
"Although previous research has explored the relationship between religion and self-employment, there is no clear consensus. Some studies suggest that religion positively influences self-employment in developed countries, particularly in the contexts of Protestantism, Catholicism, and Islam. Others argue that religion has no effect on self-employment. However, little research has examined whether religions such as Buddhism and Taoism influence the self-employment of rural elderly individuals in China.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"China presents a compelling case for study. By 2021, its rural elderly population had grown to 267 million, with many individuals lacking formal employment but still physically capable of agricultural work. For left-behind elderly individuals, self-employment is often the only viable means of generating income, making it crucial for rural development and social stability. Despite its importance, this issue has received little empirical attention. Furthermore, unlike rural areas in developed nations, where robust social security systems provide support, China’s rural pension and medical assistance programs remain inadequate. This gap suggests that informal institutions—such as religious belief and social norms—may play a crucial role in economic decision-making by supplementing formal social insurance. Examining this dynamic in the Chinese context provides new perspectives on the intersection of religion and economic behavior, enriching the broader discourse on self-employment.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"China’s case is particularly relevant. In 2021, the rural elderly population reached 267 million, with many lacking access to paid employment despite being physically capable of agricultural work. For left-behind elderly individuals, self-employment serves as a crucial source of income, contributing to rural development and social stability. Yet, no comprehensive empirical studies have analyzed this issue. Unlike developed countries, where strong social security systems provide a safety net, China’s rural pension and healthcare systems remain incomplete. Consequently, informal institutions, including religious belief and social norms, may play a significant role in shaping economic behavior. Investigating this context can provide valuable insights into how religion influences self-employment, contributing to both economic and sociological research.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"As far as the rural elderly are concerned, the construction of social network, the accumulation of religious human capital, and the participation in informal social security are all important channels that link the religious belief and self-employment choice. First, social networks constructed by congregation provide the necessary resources and employment opportunities for the rural elderly. Furthermore, religious network makes it easier to obtain occupational information and job guarantees from other religious believers due to trust mechanism, thus encourage rural elderly with religious belief to re-enter the labor market in the form of self-employment. Second, compared with non-believing rural elderly, rural elderly people with religious belief accumulate human capital through religious education. The higher human capital increase work efficiency and work ability of rural elderly people with religious belief, which also help self-employment. Third, one reason on why the probability of self-employment among the elderly in rural areas is low is mainly because of the absence of formal pension insurance and medical assistance. That is, lack of security has led to the opportunity cost (risk of failure) of self-employment is very high. In order to reduce the opportunity costs (risk of failure) of self-employment, rural elderly people will seek alternative channels to provide informal security such as religious association. Therefore, compared to rural elderly people without religious belief, rural elderly believers are easier to be self-employed because the latter have lower opportunity costs (risk of failure) though risk-sharing of informal security.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,0,,,,,,,,,,
"For rural elderly individuals, religious belief plays a crucial role in self-employment through three primary mechanisms: social network formation, religious human capital accumulation, and informal social security participation. First, religious congregations create social networks that offer vital resources and employment opportunities. These networks foster trust, enabling elderly religious individuals to access occupational information and job guarantees from fellow believers, which promotes self-employment. Second, religious belief helps rural elderly accumulate human capital through religious education, boosting their work efficiency and abilities, thus supporting self-employment. Lastly, the absence of formal pension insurance and medical assistance in rural areas increases the opportunity costs of self-employment. To mitigate these risks, religious elderly turn to informal security through religious associations, lowering the overall risks and costs of self-employment. As a result, rural elderly believers face fewer barriers and are more likely to pursue self-employment compared to their non-believing counterparts",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"Religious belief among rural elderly serves as an important link to self-employment through three key channels: the establishment of social networks, the accumulation of religious human capital, and the participation in informal social security. First, social networks built within religious congregations provide rural elderly with the necessary resources and employment opportunities. Additionally, these networks foster trust, making it easier for religious individuals to receive job information and guarantees from fellow believers, which encourages them to engage in self-employment. Second, compared to non-believers, rural elderly individuals with religious beliefs benefit from religious education, which helps them accumulate human capital. This increased human capital improves their work efficiency and skills, thereby supporting their self-employment prospects. Lastly, the lack of formal pension insurance and medical assistance in rural areas makes the opportunity costs of self-employment higher for the elderly. To address these risks, religious elderly often seek informal security through religious networks, making self-employment a more viable option for them. Consequently, rural elderly believers tend to have lower opportunity costs and risks, making them more likely to choose self-employment over their non-believing peers.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"For rural elderly individuals, the construction of social networks, the accumulation of religious human capital, and participation in informal social security systems are key factors linking religious belief to the choice of self-employment. Firstly, social networks formed within religious congregations offer essential resources and employment opportunities for the rural elderly. Moreover, religious networks foster trust, which facilitates access to occupational information and job guarantees from fellow believers, encouraging religious elderly to engage in self-employment. Secondly, rural elderly individuals with religious beliefs accumulate human capital through religious education, enhancing their work efficiency and capabilities, which supports their self-employment opportunities. Finally, a significant barrier to self-employment among rural elderly is the lack of formal pension insurance and medical assistance. The absence of security increases the opportunity costs and risks of self-employment. To mitigate these risks, religious elderly often turn to informal security networks, such as religious associations. As a result, rural elderly with religious beliefs face lower opportunity costs and risks, making them more likely to pursue self-employment compared to their non-believing counterparts",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"Our unique dataset is the survey of thousands of rural villages in China collected from Shanghai University of Finance and Economics. The survey is representative and mainly focuses on physical health, income, pension, and behavior of rural elderly at the individual level. The agricultural population of the 25 provinces/municipalities/autonomous regions that the survey sample was collected covers 88.71% of the total agricultural population in China. To ensure randomness of the sample selection, we adopt multi-stage unequal probability sampling and combine fixed-point surveys with random tracking surveys.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,0,,,,,,,,,,
"Our dataset originates from a survey of thousands of rural villages in China, conducted by Shanghai University of Finance and Economics. It is representative and primarily focuses on the physical health, income, pensions, and behavior of the rural elderly. The agricultural population covered by the survey sample spans 25 provinces, municipalities, and autonomous regions, representing 88.71% of the total agricultural population in China. To ensure a random sample, we apply multi-stage unequal probability sampling and integrate fixed-point surveys with random tracking surveys",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"The dataset we use is based on a survey conducted across thousands of rural villages in China, compiled by Shanghai University of Finance and Economics. It provides a representative view of rural life, focusing on the physical health, income, pension systems, and behaviors of elderly individuals in rural areas. The survey sample covers the agricultural populations of 25 provinces, municipalities, and autonomous regions, representing 88.71% of China’s total agricultural population. To ensure randomness in the sample selection, we use multi-stage unequal probability sampling and combine fixed-point surveys with random tracking surveys.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"Our dataset is derived from a comprehensive survey of thousands of rural villages across China, conducted by Shanghai University of Finance and Economics. This survey is highly representative and focuses on various aspects such as physical health, income, pensions, and the behavior of rural elderly individuals. The survey sample encompasses the agricultural population in 25 provinces, municipalities, and autonomous regions, covering 88.71% of the total agricultural population in China. To ensure the randomness of the sample, we employ multi-stage unequal probability sampling and combine fixed-point surveys with random tracking surveys",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"The topics of this specific village survey dataset vary every year. In this study we use the dataset collected in 2014 to perform our analysis, which is a newly-released, large-scale survey with religious belief indicators. This dataset provides data at both the individual and village levels through two sub-datasets. As a sub-dataset of individuals does not cover village-level data, we match the two sub-databases to control for village information at the individual level through a unique code. We select individuals who have effective information on their religious belief and work status and also screen the sample by retaining individuals above 60 years old. After doing that and excluding any sample with missing information, we finally get 5826 observations.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,0,,,,,,,,,,
"Each year, the topics in the village survey dataset differ. In this research, we analyze the dataset from 2014, which is a newly-released large-scale survey that includes indicators for religious belief. This dataset contains both individual-level and village-level data, distributed across two sub-datasets. Since the individual sub-dataset does not provide village-level information, we match the two sub-databases using a unique identifier to integrate village data into the individual-level analysis. We select individuals who have complete information on their religious beliefs and employment status, while also restricting the sample to individuals aged 60 or older. After eliminating cases with missing data, we obtain a final sample of 5826 observations.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"The topics covered in this village survey dataset change annually. For this study, we utilize the dataset collected in 2014, a newly-released and large-scale survey that includes indicators for religious belief. The dataset consists of two sub-datasets, one at the individual level and the other at the village level. Since the individual sub-dataset does not contain village-level data, we match both sub-databases using a unique identifier to control for village information at the individual level. We focus on individuals who have valid data on their religious beliefs and employment status, and filter the sample to include only those aged 60 and above. After excluding samples with missing data, we arrive at 5826 valid observations",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"The topics in the village survey dataset vary from year to year. For our analysis, we use the 2014 dataset, a recently-released, large-scale survey that includes indicators related to religious belief. The dataset is divided into two sub-datasets: one containing individual-level data and the other containing village-level data. Since the individual-level sub-dataset lacks village-level data, we match the two sub-datasets using a unique identifier to incorporate village-level information into the individual-level analysis. We select individuals who have complete data on their religious belief and employment status and filter the sample to include only those aged 60 and older. After removing any observations with missing data, we are left with 5826 valid observations",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"Three alternative hypotheses challenged the causal relationship between religious belief and self-employment of rural elderlies. First, according to the opportunity cost theory of self-employment, the higher the proportion of enterprises in the village, the higher the opportunity for rural elderly to obtain paid-employment. Therefore, self-employment of rural elderly with religious beliefs may occur in villages with less enterprises. Second, according to informal care literature, religious rural elderly people are self-employed not only because of less formal care (such as pensions and nursing homes), but also because of less informal care provided by children. Since children go out to work, the elderly in rural areas have to ensure their daily consumption through self-employment. Third, according to the resource-based theory, rural elderly living in villages with rich resources are more likely to be self-employed.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,0,,,,,,,,,,
"Three alternative hypotheses challenge the causal connection between religious belief and self-employment among rural elderly. First, according to the opportunity cost theory of self-employment, a higher presence of enterprises in a village provides greater opportunities for rural elderly to access paid employment. Thus, self-employment among religious rural elderly is more likely to occur in villages with fewer enterprises. Second, in line with the informal care literature, religious elderly in rural areas may become self-employed not only because of the lack of formal care, such as pensions and nursing homes, but also due to the absence of informal care from children, who often leave for work. Consequently, these elderly individuals may be forced into self-employment to meet their daily needs. Third, resource-based theory posits that rural elderly in villages with more abundant resources are more likely to engage in self-employment",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"There are three alternative hypotheses that challenge the causal relationship between religious belief and self-employment in rural elderly. First, the opportunity cost theory of self-employment suggests that when there is a higher concentration of enterprises in a village, rural elderly have more opportunities to secure paid employment. As such, religious rural elderly individuals may be more likely to pursue self-employment in villages with fewer enterprises. Second, drawing from the informal care literature, religious elderly in rural areas may turn to self-employment due to not only the lack of formal care options, like pensions and nursing homes, but also the reduced informal care from children who migrate for work. This situation compels them to rely on self-employment for their daily survival. Third, from the perspective of resource-based theory, rural elderly in villages with more resources may have a higher likelihood of pursuing self-employment",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"Three alternative hypotheses challenge the causal relationship between religious belief and self-employment among rural elderly. First, based on the opportunity cost theory of self-employment, a higher proportion of enterprises in a village increases the chances for rural elderly to find paid employment. Therefore, rural elderly with religious beliefs may be more likely to engage in self-employment in villages with fewer enterprises. Second, the informal care literature suggests that religious rural elderly may pursue self-employment not only due to the lack of formal care options, such as pensions and nursing homes, but also because of the reduced availability of informal care from children, who often migrate for work. This forces the elderly to rely on self-employment for their daily needs. Third, according to resource-based theory, rural elderly living in villages with abundant resources are more likely to become self-employed.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"As to the channel through which religion affects self-employment, we do not think above channels are any alternatives. First, according to the 2014 thousand Village Survey Data published by Shanghai University of Finance and Economics, the elderlies rarely work in enterprises (about 2.55%). Thus, the proportion of enterprises is not related to the self-employment of the elderly in rural areas but may be related to the self-employment of young people. Second, informal care provided by children only relieves the mental pressure of the elderly in rural areas, it cannot take place of material security. Third, under the situation of the self-employment of rural elderly in China, the resources of village are limited to encourage self-employment because that the self-employment of rural elderly mainly as a result of labor market discrimination rather than resource supply.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,0,,,,,,,,,,
"Regarding the mechanisms through which religion influences self-employment, we believe the above-mentioned channels are not alternative explanations. First, based on the 2014 Thousand Village Survey Data from Shanghai University of Finance and Economics, elderly individuals rarely work in enterprises (around 2.55%). Therefore, the presence of enterprises is not directly related to the self-employment of rural elderly, though it may influence the self-employment of younger individuals. Second, informal care provided by children mainly alleviates the mental pressures of elderly rural residents, but it cannot replace the need for material security. Third, in the context of rural elderly self-employment in China, village resources are insufficient to stimulate self-employment, as it is primarily driven by labor market discrimination rather than available resources.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"We do not view the aforementioned channels as competing alternatives through which religion affects self-employment. First, the 2014 Thousand Village Survey Data from Shanghai University of Finance and Economics reveals that only about 2.55% of elderly individuals work in enterprises. Therefore, the presence of enterprises is unlikely to influence the self-employment of the elderly in rural areas, though it may have an effect on younger individuals. Second, while informal care from children can ease the mental stress of elderly rural residents, it does not address their material security needs. Third, the limited resources in rural villages mean that the self-employment of elderly individuals is more likely a result of labor market discrimination rather than resource availability.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"We do not consider the channels discussed above as alternatives in explaining how religion influences self-employment. First, according to the 2014 Thousand Village Survey Data by Shanghai University of Finance and Economics, very few elderly individuals (approximately 2.55%) work in enterprises. This suggests that enterprise presence is not directly linked to the self-employment of rural elderly, although it could be relevant for younger people. Second, while informal care from children helps reduce the mental burden on the elderly in rural areas, it cannot substitute for material security. Third, given the limited resources in rural villages, the self-employment of elderly individuals is primarily driven by labor market discrimination, not by the availability of resources",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"In our study the value recognition effect and economic compensation effect are two alternative channels that religious belief may affect self-employment. The former implies value rationality, while the latter implies economic rationality. We create two dummy variables to address the value recognition effect of religious belief on self-employment. The first dummy is subjective well-being, which equals one when a rural elderly person is satisfied with the current situation and zero otherwise. The second dummy is social belonging, which equals one when a rural elderly person is satisfied with the current situation and zero otherwise. ",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,0,,,,,,,,,,
"In our study, we consider two potential pathways through which religious belief may influence self-employment: the value recognition effect and the economic compensation effect. The first corresponds to value rationality, while the second relates to economic rationality. To assess the value recognition effect of religious belief on self-employment, we introduce two dummy variables. The first is ""subjective well-being,"" which is set to one if a rural elderly individual is satisfied with their current situation, and zero otherwise. The second dummy, ""social belonging,"" equals one if the individual feels a sense of social belonging, and zero if not.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"Our study explores two possible channels through which religious belief may impact self-employment: the value recognition effect and the economic compensation effect. The former aligns with value rationality, while the latter is associated with economic rationality. To measure the value recognition effect, we use two dummy variables. The first, ""subjective well-being,"" takes the value of one if a rural elderly person is content with their current circumstances, and zero if not. The second, ""social belonging,"" equals one when the individual feels a sense of social connection, and zero otherwise.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"In this study, we examine two different mechanisms by which religious belief might influence self-employment: the value recognition effect and the economic compensation effect. The value recognition effect reflects value rationality, whereas the economic compensation effect pertains to economic rationality. To evaluate the impact of the value recognition effect, we define two dummy variables. The first is ""subjective well-being,"" which is equal to one when a rural elderly person is satisfied with their current situation, and zero if they are not. The second is ""social belonging,"" which is set to one if the individual feels socially connected and zero if they do not",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
"The empirical evidence shows that belief in a religion does not improve rural elderly’s subjective well-being or social belonging - that is, religious belief does not increase the probability of rural elderly’s self-employment through value rationality. This value recognition effect of religious belief is at least not dominant. Perhaps labor market discrimination makes the surveyed individuals more likely to be self-employed, but we are unable to obtain more details to discuss whether the discrimination is due to living in the countryside or religious belief itself.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,0,,,,,,,,,,
"The empirical evidence suggests that religious belief does not enhance the subjective well-being or social belonging of rural elderly individuals, meaning that religious belief does not increase the likelihood of their self-employment through value rationality. The value recognition effect of religious belief, therefore, does not appear to be dominant. It is possible that labor market discrimination influences the higher likelihood of self-employment among the surveyed individuals, though we lack sufficient details to determine whether this discrimination stems from their rural location or their religious beliefs.",10.1016/j.asieco.2022.101548,Journal of Asian Economics,2022,1,,,,,,,,,,
